Nome,Data de Criação,Pull Requests Aceitas,Total de Releases,Última Atualização,Linguagem Primária,Issues Fechadas,Issues Abertas
the-super-tiny-compiler,2016-03-11T04:19:18Z,20,0,2025-03-02T16:26:07Z,JavaScript,0,0
DevToys,2021-09-29T01:40:41Z,498,38,2025-03-02T21:13:58Z,C#,90,10
immer,2017-12-29T12:25:47Z,374,109,2025-03-02T18:15:26Z,JavaScript,100,0
cursor,2023-03-12T00:19:42Z,46,0,2025-03-02T19:57:03Z,N/A,99,1
backbone,2010-09-30T19:41:28Z,880,0,2025-03-02T12:53:19Z,JavaScript,100,0
druid,2011-11-03T05:12:51Z,1453,51,2025-03-02T13:42:53Z,Java,100,0
tuning_playbook,2023-01-18T23:32:32Z,14,0,2025-03-02T17:11:44Z,N/A,34,9
ChatGPT,2022-12-03T14:35:24Z,294,277,2025-03-02T21:49:58Z,Python,100,0
Complete-Python-3-Bootcamp,2018-02-12T19:30:10Z,12,0,2025-03-02T21:22:35Z,Jupyter Notebook,73,27
tokio,2016-09-09T22:31:36Z,3447,126,2025-03-02T20:00:32Z,Rust,100,0
filebrowser,2015-09-11T21:21:58Z,526,62,2025-03-02T19:08:38Z,Go,100,0
stb,2014-05-25T16:51:23Z,285,0,2025-03-02T19:42:03Z,C,98,2
nginxconfig.io,2018-01-05T14:21:14Z,191,0,2025-03-02T18:53:30Z,JavaScript,89,11
xyflow,2019-07-15T14:47:30Z,1254,297,2025-03-02T21:31:54Z,TypeScript,100,0
data-science-ipython-notebooks,2015-01-23T19:38:29Z,31,0,2025-03-02T20:22:52Z,Python,22,19
GPT_API_free,2023-04-23T12:42:08Z,1,0,2025-03-02T19:23:08Z,Python,100,0
viper,2014-04-02T14:33:33Z,487,32,2025-03-02T15:52:39Z,Go,77,23
reverse-interview,2019-09-08T13:38:40Z,75,0,2025-03-01T21:27:48Z,N/A,18,7
mantine,2021-01-07T14:02:19Z,1370,253,2025-03-02T20:41:13Z,TypeScript,100,0
os-tutorial,2014-09-29T08:39:34Z,11,0,2025-03-02T20:02:34Z,C,65,35
medusa,2020-01-18T13:39:04Z,6646,114,2025-03-02T19:17:13Z,TypeScript,100,0
xstate,2015-09-14T15:04:15Z,1910,401,2025-03-02T20:27:49Z,TypeScript,100,0
glances,2011-12-04T08:49:15Z,711,49,2025-03-02T17:37:29Z,Python,100,0
react-select,2014-08-26T04:27:45Z,1051,59,2025-03-02T17:46:23Z,TypeScript,100,0
jan,2023-08-17T02:17:10Z,1998,73,2025-03-02T21:38:29Z,TypeScript,100,0
restic,2014-04-27T14:07:58Z,2127,47,2025-03-02T21:20:44Z,Go,98,2
applied-ml,2020-07-04T18:57:47Z,208,0,2025-03-02T19:50:15Z,N/A,22,2
diffusers,2022-05-30T16:04:02Z,4371,81,2025-03-02T18:53:33Z,Python,99,1
waifu2x,2015-05-17T07:29:15Z,68,3,2025-03-02T12:13:03Z,Lua,76,24
Charts,2015-03-20T10:49:12Z,418,38,2025-03-02T08:20:56Z,Swift,95,5
mobx,2015-03-14T14:31:38Z,1143,112,2025-03-02T12:33:00Z,TypeScript,100,0
DeepFaceLive,2020-12-15T12:19:22Z,13,35,2025-03-02T15:52:10Z,Python,99,1
ink,2017-06-12T06:12:28Z,214,54,2025-03-02T13:42:19Z,TypeScript,97,3
90DaysOfDevOps,2021-12-26T13:55:18Z,357,2,2025-03-02T21:46:25Z,Shell,80,9
vnpy,2015-03-02T03:36:58Z,1043,62,2025-03-02T16:33:16Z,Python,100,0
firecrawl,2024-04-15T21:02:29Z,464,12,2025-03-02T21:57:26Z,TypeScript,100,0
ghostty,2022-03-29T17:38:26Z,2036,1,2025-03-02T21:56:42Z,Zig,98,2
CLIP,2020-12-16T11:24:42Z,28,0,2025-03-02T18:55:47Z,Jupyter Notebook,91,9
vhr,2018-01-04T08:57:51Z,1,0,2025-03-02T16:52:11Z,Java,62,38
gitbook,2014-03-31T03:01:56Z,760,25,2025-03-02T20:30:40Z,TypeScript,100,0
hosts,2012-04-12T20:22:50Z,476,732,2025-03-02T20:11:33Z,Python,99,1
crewAI,2023-10-27T03:26:59Z,593,76,2025-03-02T20:52:19Z,Python,100,0
textual,2021-04-08T15:24:47Z,2024,167,2025-03-02T20:37:20Z,Python,100,0
helm,2015-10-06T01:07:32Z,3869,204,2025-03-02T21:46:39Z,Go,100,0
yapi,2016-05-30T09:09:09Z,141,1,2025-03-02T17:02:08Z,JavaScript,97,3
it-tools,2020-04-05T11:50:24Z,489,10,2025-03-02T21:58:01Z,Vue,70,30
motion,2018-11-16T09:48:38Z,971,0,2025-03-02T13:21:27Z,TypeScript,100,0
ResumeSample,2014-09-08T08:08:13Z,2,0,2025-03-02T07:26:02Z,N/A,0,0
Retrieval-based-Voice-Conversion-WebUI,2023-03-27T09:59:10Z,477,7,2025-03-02T19:51:37Z,Python,92,8
Daily-Interview-Question,2019-01-19T10:49:00Z,15,0,2025-03-02T15:13:52Z,JavaScript,36,64
python-fire,2017-02-21T21:35:07Z,118,11,2025-03-02T21:16:03Z,Python,81,19
Xray-core,2020-11-09T11:23:10Z,857,78,2025-03-02T19:24:58Z,Go,100,0
underscore,2009-10-25T18:31:06Z,746,0,2025-03-02T14:54:09Z,JavaScript,100,0
Jobs_Applier_AI_Agent_AIHawk,2024-08-04T12:15:06Z,185,0,2025-03-02T19:23:07Z,Python,100,0
Python-programming-exercises,2012-06-14T07:56:46Z,0,0,2025-03-02T21:20:10Z,N/A,17,68
dragonfly,2021-12-11T10:00:42Z,2760,91,2025-03-02T19:29:23Z,C++,97,3
TrackersListCollection,2019-10-03T15:55:07Z,5,0,2025-03-02T21:33:33Z,N/A,0,0
aos,2015-07-09T17:49:00Z,38,0,2025-03-02T06:42:01Z,JavaScript,100,0
mindsdb,2018-08-02T17:56:45Z,4821,284,2025-03-02T19:20:00Z,Python,100,0
weui,2014-12-18T04:09:54Z,203,51,2025-03-02T13:37:32Z,HTML,100,0
awesome-sysadmin,2014-12-23T08:41:22Z,317,0,2025-03-02T21:13:18Z,N/A,86,13
AdGuardHome,2016-07-06T10:31:47Z,123,195,2025-03-02T21:49:14Z,Go,97,3
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,2013-01-14T15:46:28Z,243,0,2025-03-02T21:37:28Z,Jupyter Notebook,51,49
dnSpy,2015-07-01T16:05:10Z,53,1,2025-03-02T18:31:12Z,C#,0,0
firecracker,2017-10-19T06:18:47Z,2924,75,2025-03-02T20:57:58Z,Rust,100,0
mongoose,2010-04-06T21:39:05Z,3255,178,2025-03-02T15:04:27Z,JavaScript,100,0
JCSprout,2017-12-17T09:06:50Z,69,0,2025-03-02T18:07:45Z,Java,59,30
turborepo,2021-10-05T17:37:11Z,5792,467,2025-03-02T19:37:26Z,Rust,100,0
commander.js,2011-08-14T21:33:58Z,784,82,2025-03-02T21:56:42Z,JavaScript,100,0
Tvlist-awesome-m3u-m3u8,2017-02-18T03:59:25Z,1,0,2025-03-02T21:13:32Z,N/A,47,23
Web,2017-01-03T11:44:33Z,0,0,2025-03-02T17:39:03Z,N/A,85,15
python-telegram-bot,2015-07-07T15:30:39Z,1544,123,2025-03-02T18:56:18Z,Python,100,0
tdesktop,2014-05-02T12:36:31Z,1637,770,2025-03-02T21:58:02Z,C++,99,1
swagger-ui,2011-07-15T22:56:39Z,3212,352,2025-03-02T18:53:35Z,JavaScript,100,0
wails,2018-12-15T23:14:06Z,1386,228,2025-03-02T20:54:11Z,Go,100,0
anoma,2021-02-02T10:00:16Z,720,7,2025-03-02T20:27:35Z,Elixir,100,0
redash,2013-10-28T13:19:39Z,3226,99,2025-03-02T12:27:55Z,Python,85,15
MinerU,2024-02-29T08:52:34Z,618,92,2025-03-02T20:23:19Z,Python,99,1
codemirror5,2011-01-14T13:44:03Z,594,173,2025-03-02T19:50:34Z,JavaScript,100,0
duckdb,2018-06-26T15:04:45Z,7178,46,2025-03-02T21:41:09Z,C++,99,1
legacy-homebrew,2009-05-20T19:38:37Z,222,0,2025-03-02T08:06:09Z,N/A,100,0
Avalonia,2013-12-05T20:13:21Z,5108,99,2025-03-02T18:41:05Z,C#,100,0
coder2gwy,2020-12-30T14:40:50Z,2,0,2025-03-02T15:56:10Z,N/A,19,81
vue-vben-admin,2020-07-11T02:29:21Z,1436,54,2025-03-02T18:24:48Z,Vue,100,0
ace,2010-10-27T10:43:36Z,1857,98,2025-03-02T14:33:53Z,JavaScript,99,1
rust-course,2018-08-07T05:01:21Z,749,0,2025-03-02T16:35:50Z,Rust,88,12
headlessui,2020-09-16T09:53:09Z,590,120,2025-03-02T19:55:01Z,TypeScript,100,0
rethinkdb,2012-10-30T05:37:47Z,460,72,2025-03-02T13:05:37Z,C++,99,1
k6,2016-03-21T15:30:24Z,1926,68,2025-03-02T20:52:00Z,Go,100,0
data-engineer-handbook,2023-11-19T19:47:41Z,141,0,2025-03-02T19:34:30Z,Jupyter Notebook,35,10
angular-cli,2015-06-04T19:49:37Z,11088,797,2025-03-02T16:07:04Z,TypeScript,100,0
kit,2015-02-03T00:01:19Z,479,13,2025-03-02T20:55:13Z,Go,99,1
taichi,2016-11-24T10:00:05Z,5158,117,2025-03-02T08:54:33Z,C++,100,0
mongo,2009-01-15T16:15:18Z,125,0,2025-03-02T16:00:11Z,C++,0,0
openssl,2013-01-15T22:34:48Z,144,274,2025-03-02T21:32:45Z,C,100,0
Faker,2011-10-14T22:49:02Z,823,12,2025-03-02T12:15:56Z,PHP,99,1
gitflow,2010-01-20T23:14:12Z,36,0,2025-03-02T13:00:24Z,Shell,69,31
hangzhou_house_knowledge,2018-02-24T01:54:18Z,6,0,2025-03-02T11:13:53Z,CSS,47,53
fastai,2017-09-09T17:43:36Z,1684,55,2025-03-02T18:09:04Z,Jupyter Notebook,100,0
twenty,2022-12-01T13:04:40Z,5157,32,2025-03-02T21:59:05Z,TypeScript,100,0
xgboost,2014-02-06T17:28:03Z,4700,63,2025-03-02T13:56:56Z,C++,100,0
drizzle-orm,2021-06-24T09:03:05Z,567,130,2025-03-02T21:51:13Z,TypeScript,86,14
so-vits-svc,2023-03-10T09:31:09Z,153,0,2025-03-02T17:51:22Z,Python,88,12
react-virtualized,2015-11-03T00:48:07Z,454,6,2025-03-02T18:59:17Z,JavaScript,100,0
Rectangle,2019-06-21T21:34:53Z,252,89,2025-03-02T19:03:07Z,Swift,99,1
vagrant,2010-01-21T08:34:27Z,2712,134,2025-03-02T21:13:01Z,Ruby,100,0
30-Days-Of-React,2020-09-29T13:38:54Z,10,0,2025-03-02T20:00:02Z,JavaScript,18,59
cascadia-code,2019-07-10T22:50:20Z,84,20,2025-03-02T21:56:10Z,Python,94,6
vscodium,2018-08-13T14:26:58Z,486,212,2025-03-02T19:13:48Z,Shell,100,0
khoj,2021-08-16T01:48:44Z,446,127,2025-03-02T20:57:58Z,Python,97,3
create-t3-app,2022-05-24T13:31:01Z,1087,135,2025-03-02T19:15:37Z,TypeScript,100,0
kitty,2016-10-16T14:48:28Z,1080,121,2025-03-02T21:28:47Z,Python,100,0
nodemon,2010-10-03T12:50:52Z,308,102,2025-03-02T18:53:44Z,JavaScript,100,0
spleeter,2019-09-26T15:40:46Z,51,2,2025-03-02T19:10:58Z,Python,98,2
srs,2015-04-29T06:59:32Z,465,66,2025-03-02T15:50:59Z,C++,100,0
GoodbyeDPI,2017-05-16T18:48:52Z,24,30,2025-03-02T21:13:34Z,C,83,17
the_silver_searcher,2011-11-19T19:50:47Z,399,0,2025-03-02T12:45:14Z,C,84,16
ChatDev,2023-08-28T02:18:13Z,110,9,2025-03-02T18:02:17Z,Python,99,1
quasar,2015-10-05T15:45:36Z,3643,992,2025-03-02T16:44:40Z,JavaScript,100,0
Detectron,2017-10-05T17:32:00Z,0,0,2025-03-02T20:09:01Z,Python,84,16
miaosha,2018-09-14T04:36:24Z,20,0,2025-03-01T17:51:50Z,Java,80,2
nprogress,2013-08-20T13:58:02Z,34,7,2025-03-02T14:56:32Z,JavaScript,37,63
emscripten,2011-02-12T05:23:30Z,11608,0,2025-03-02T21:21:39Z,C++,99,1
cmder,2013-07-09T07:44:22Z,430,34,2025-03-01T18:14:16Z,C++,100,0
ExplorerPatcher,2021-08-09T14:17:24Z,15,287,2025-03-02T20:38:32Z,C,100,0
Signal-Android,2011-12-15T20:01:12Z,238,82,2025-03-02T21:56:49Z,Kotlin,100,0
jumpserver,2014-07-04T03:54:59Z,7038,240,2025-03-02T21:58:03Z,Python,100,0
awesome-electron,2015-04-23T11:48:53Z,268,0,2025-03-02T15:15:50Z,N/A,42,2
nginx,2015-06-23T10:26:27Z,57,4,2025-03-02T20:10:52Z,C,65,35
next-auth,2018-01-27T12:28:16Z,2182,1000,2025-03-02T20:11:15Z,TypeScript,100,0
fastText,2016-07-16T13:38:42Z,12,4,2025-03-02T20:23:17Z,HTML,98,2
lottie-ios,2016-10-06T22:38:38Z,719,69,2025-03-02T20:21:56Z,Swift,100,0
awesome-vscode,2016-02-07T23:02:45Z,243,0,2025-03-02T15:44:20Z,JavaScript,26,24
darknet,2014-04-11T07:59:16Z,10,0,2025-03-02T20:48:41Z,C,27,73
supervision,2022-11-28T14:08:44Z,886,31,2025-03-02T21:45:20Z,Python,96,4
DeepSpeech,2016-06-02T15:04:53Z,1338,105,2025-03-02T20:03:17Z,C++,100,0
ItChat,2016-01-19T07:49:48Z,29,13,2025-03-02T17:02:11Z,Python,99,1
hacker-laws,2018-01-25T03:46:34Z,181,1,2025-03-02T15:50:49Z,Shell,40,60
select2,2012-03-04T18:43:12Z,713,29,2025-03-02T18:53:52Z,JavaScript,100,0
go-patterns,2015-12-14T22:05:06Z,10,0,2025-03-02T21:13:24Z,Go,13,17
fonts,2012-12-19T13:31:50Z,75,1,2025-03-02T10:38:43Z,Shell,36,64
table,2016-10-20T17:25:08Z,960,267,2025-03-02T13:09:00Z,TypeScript,100,0
refined-github,2016-02-15T16:45:02Z,3319,167,2025-03-02T15:28:04Z,TypeScript,100,0
llm.c,2024-04-08T16:58:11Z,310,0,2025-03-02T21:36:25Z,Cuda,48,52
everyone-can-use-english,2019-03-15T16:33:53Z,456,47,2025-03-02T16:22:51Z,TypeScript,91,9
fyne,2018-02-04T22:07:16Z,1889,49,2025-03-02T16:54:54Z,Go,94,6
setup-ipsec-vpn,2016-01-07T16:44:12Z,44,0,2025-03-02T19:09:26Z,Shell,100,0
awesome-datascience,2014-07-05T07:07:43Z,365,11,2025-03-02T21:43:48Z,N/A,59,2
iced,2019-07-15T22:34:46Z,980,17,2025-03-02T20:31:52Z,Rust,88,12
Telegram,2013-10-25T14:08:10Z,20,95,2025-03-02T22:00:52Z,Java,0,0
1Panel,2022-07-19T15:44:52Z,3002,80,2025-03-02T19:07:43Z,Go,99,1
desktop,2024-03-28T00:05:55Z,278,77,2025-03-02T21:38:59Z,JavaScript,99,1
fastjson,2011-11-03T06:58:52Z,418,84,2025-03-02T14:34:11Z,Java,100,0
